Date,canada_cases,japan_cases,italy_cases,uk_cases,germany_cases,france_cases,canada_1lag,japan_1lag,italy_1lag,uk_1lag,germany_1lag,france_1lag,canada_2lag,japan_2lag,italy_2lag,uk_2lag,germany_2lag,france_2lag,canada_3lag,japan_3lag,italy_3lag,uk_3lag,germany_3lag,france_3lag,canada_ma,japan_ma,italy_ma,uk_ma,germany_ma,france_ma,canada_pt,japan_pt,italy_pt,uk_pt,germany_pt,france_pt,dow
2020-02-15T00:00:00.000+0000,0,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2.5714285714285716,0,0.8571428571428571,0.42857142857142855,0.14285714285714285,-1.1218858477621303,-0.7954695857762899,-1.1716774982661629,-1.1086165292842407,-1.0749615314411505,-1.015342926505512,7
2020-02-16T00:00:00.000+0000,0,16,0,0,0,0,0,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.714285714285714,0,0.8571428571428571,0.2857142857142857,0.14285714285714285,-1.1218858477621303,-0.753735494926352,-1.1716774982661629,-1.1086165292842407,-1.0749615314411505,-1.017298777731317,1
2020-02-17T00:00:00.000+0000,1,7,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,1,0,1,0,0,0,0,0.14285714285714285,5.714285714285714,0,0.14285714285714285,0.2857142857142857,0.14285714285714285,-1.1194942519526727,-0.947766221046188,-1.1716774982661629,-1.1086165292842407,-1.0749615314411505,-1.017298777731317,2
2020-02-18T00:00:00.000+0000,0,8,0,0,0,0,1,7,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,1,0.14285714285714285,6.857142857142857,0,0.14285714285714285,0,0.14285714285714285,-1.1218858477621303,-0.9253994615186594,-1.1716774982661629,-1.1086165292842407,-1.0749615314411505,-1.017298777731317,3
2020-02-19T00:00:00.000+0000,0,10,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,0,16,0,0,0,0,0.14285714285714285,8,0,0,0,0.14285714285714285,-1.1218858477621303,-0.8812847035141453,-1.1716774982661629,-1.1086165292842407,-1.0749615314411505,-1.017298777731317,4
2020-02-20T00:00:00.000+0000,0,10,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,0.14285714285714285,9.428571428571429,0,0,0,0.14285714285714285,-1.1218858477621303,-0.8812847035141453,-1.1716774982661629,-1.1086165292842407,-1.0749615314411505,-1.017298777731317,5
2020-02-21T00:00:00.000+0000,1,11,17,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0.2857142857142857,10.857142857142858,2.4285714285714284,0,0,0.14285714285714285,-1.1194942519526727,-0.8595323341813708,-1.1480623566083197,-1.1086165292842407,-1.0749615314411505,-1.017298777731317,6
2020-02-22T00:00:00.000+0000,0,17,42,0,0,0,1,11,17,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0.2857142857142857,11.285714285714286,8.428571428571429,0,0,0,-1.1218858477621303,-0.7331546345447322,-1.113743378594679,-1.1086165292842407,-1.0749615314411505,-1.017298777731317,7
2020-02-23T00:00:00.000+0000,0,25,93,0,0,0,0,17,42,0,0,0,1,11,17,0,0,0,0,10,0,0,0,0,0.2857142857142857,12.571428571428571,21.714285714285715,0,0,0,-1.1218858477621303,-0.5751171492722155,-1.0452093158875813,-1.1086165292842407,-1.0749615314411505,-1.017298777731317,1
2020-02-24T00:00:00.000+0000,1,12,74,4,0,0,0,25,93,0,0,0,0,17,42,0,0,0,1,11,17,0,0,0,0.2857142857142857,13.285714285714286,32.285714285714285,0.5714285714285714,0,0,-1.1194942519526727,-0.837980434293299,-1.0705131755733208,-1.1051198565227585,-1.0749615314411505,-1.017298777731317,2
2020-02-25T00:00:00.000+0000,1,11,93,0,1,2,1,12,74,4,0,0,0,25,93,0,0,0,0,17,42,0,0,0,0.42857142857142855,13.714285714285714,45.57142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,-1.1194942519526727,-0.8595323341813708,-1.0452093158875813,-1.1086165292842407,-1.073008432437601,-1.0133887644200832,3
2020-02-26T00:00:00.000+0000,0,19,131,0,10,4,1,11,93,0,1,2,1,12,74,4,0,0,0,25,93,0,0,0,0.42857142857142855,15,64.28571428571429,0.5714285714285714,1.5714285714285714,0.8571428571428571,-1.1218858477621303,-0.6925552968060373,-0.9953980900449138,-1.1086165292842407,-1.0555011849570612,-1.00948550047726,4
2020-02-27T00:00:00.000+0000,2,25,202,2,19,20,0,19,131,0,10,4,1,11,93,0,1,2,1,12,74,4,0,0,0.7142857142857143,17.142857142857142,93.14285714285714,0.8571428571428571,4.285714285714286,3.7142857142857144,-1.1171044972567585,-0.5751171492722155,-0.9050896855546319,-1.10686762661013,-1.0381203237685244,-0.978500650189688,5
2020-02-28T00:00:00.000+0000,1,14,233,5,2,19,2,25,202,2,19,20,0,19,131,0,10,4,1,11,93,0,1,2,0.7142857142857143,17.571428571428573,124,1.5714285714285714,4.571428571428571,6.428571428571429,-1.1194942519526727,-0.7954695857762899,-0.8667498502295724,-1.1042463958501165,-1.0710569073233853,-0.9804247131562825,6
2020-02-29T00:00:00.000+0000,6,13,240,3,31,43,1,14,233,5,2,19,2,25,202,2,19,20,0,19,131,0,10,4,1.5714285714285714,17,152.28571428571428,2,9,12.571428571428571,-1.1075638431780017,-0.8166268832530121,-0.8581818631989998,-1.1059936000629218,-1.0151405630458483,-0.934700547165994,7
2020-03-01T00:00:00.000+0000,4,15,566,13,51,30,6,13,240,3,31,43,1,14,233,5,2,19,2,25,202,2,19,20,2.142857142857143,15.571428571428571,219.85714285714286,3.857142857142857,16.285714285714285,16.857142857142858,-1.112330501911308,-0.7745064715551508,-0.49272226838706823,-1.0972688769873165,-0.9773290559517187,-0.9593507756657458,1
2020-03-02T00:00:00.000+0000,3,18,342,4,29,61,4,15,566,13,51,30,6,13,240,3,31,43,1,14,233,5,2,19,2.4285714285714284,16.428571428571427,258.14285714285717,3.857142857142857,20.428571428571427,25.571428571428573,-1.114716581349806,-0.7127618930612987,-0.7369499990883513,-1.1051198565227585,-1.0189551628919635,-0.9010194085257834,2
2020-03-03T00:00:00.000+0000,3,19,466,11,37,13,3,18,342,4,29,61,4,15,566,13,51,30,6,13,240,3,31,43,2.7142857142857144,17.571428571428573,311.42857142857144,5.428571428571429,25.571428571428573,27.142857142857142,-1.114716581349806,-0.6925552968060373,-0.598206664451624,-1.0990115642304967,-1.003733416580727,-0.9920039519004192,3
2020-03-04T00:00:00.000+0000,3,38,587,34,66,81,3,19,466,11,37,13,3,18,342,4,29,61,4,15,566,13,51,30,3.142857142857143,20.285714285714285,376.57142857142856,10.285714285714286,33.57142857142857,38.142857142857146,-1.114716581349806,-0.34153571564334617,-0.4712577129664243,-1.0790384598617555,-0.9493648576696618,-0.8641978715715282,4
2020-03-05T00:00:00.000+0000,4,29,769,30,220,92,3,38,587,34,66,81,3,19,466,11,37,13,3,18,342,4,29,61,3.4285714285714284,20.857142857142858,457.57142857142856,14.285714285714286,62.285714285714285,48.42857142857143,-1.112330501911308,-0.5003094324887098,-0.2945736128164269,-1.0825014047549089,-0.68069496919424,-0.8442115115591338,5
2020-03-06T00:00:00.000+0000,12,60,778,48,188,276,4,29,769,30,220,92,3,38,587,34,66,81,3,19,466,11,37,13,5,27.428571428571427,535.4285714285714,20.428571428571427,88.85714285714286,85.14285714285714,-1.093307702146104,-0.002865374550209771,-0.2862513182554288,-1.0669532147278606,-0.7338750789049823,-0.5358505662188154,6
2020-03-07T00:00:00.000+0000,5,41,1247,43,129,296,12,60,778,48,188,276,4,29,769,30,220,92,3,38,587,34,66,81,4.857142857142857,31.428571428571427,679.2857142857143,26.142857142857142,102.85714285714286,121.28571428571429,-1.1099462566248317,-0.29139019224464574,0.10038152591063011,-1.0712631259247984,-0.835494317742649,-0.505075280289661,7
2020-03-08T00:00:00.000+0000,10,41,1492,67,241,177,5,41,1247,43,129,296,12,60,778,48,188,276,4,29,769,30,220,92,5.714285714285714,35.142857142857146,811.5714285714286,33.857142857142854,130,142.28571428571428,-1.0980524616813152,-0.29139019224464574,0.2707033394235197,-1.0506385232095992,-0.6465098112117624,-0.6958743936166722,1
2020-03-09T00:00:00.000+0000,13,9,1797,48,136,83,10,41,1492,67,241,177,5,41,1247,43,129,296,12,60,778,48,188,276,7.142857142857143,33.857142857142854,1019.4285714285714,40.142857142857146,145.28571428571428,145.42857142857142,-1.0909380471695673,-0.9032396885426732,0.45803983687837435,-1.0669532147278606,-0.8231894492247888,-0.8605500817151033,2
2020-03-10T00:00:00.000+0000,2,70,977,61,281,575,13,9,1797,48,136,83,10,41,1492,67,241,177,5,41,1247,43,129,296,7,41.142857142857146,1092.4285714285713,47.285714285714285,180.14285714285714,225.71428571428572,-1.1171044972567585,0.13086811853868816,-0.11141578501502998,-1.0557797912606435,-0.5829166920614153,-0.12351799355656036,3
2020-03-11T00:00:00.000+0000,29,58,2313,74,451,497,2,70,977,61,281,575,13,9,1797,48,136,83,10,41,1492,67,241,177,10.714285714285714,44,1339,53,235.14285714285714,285.14285714285717,-1.053268663168779,-0.031027051232338072,0.723939596030247,-1.0446528539923903,-0.33340031211627846,-0.22184697387316923,4
2020-03-12T00:00:00.000+0000,9,0,2651,0,170,0,29,58,2313,74,451,497,2,70,977,61,281,575,13,9,1797,48,136,83,11.428571428571429,39.857142857142854,1607.857142857143,48.714285714285715,228,272,-1.1004275708123876,-1.1103195453342432,0.8699492145097709,-1.1086165292842407,-0.7643793809018914,-1.017298777731317,5
