Date,canada_cases,japan_cases,italy_cases,uk_cases,germany_cases,france_cases,canada_1lag,japan_1lag,italy_1lag,uk_1lag,germany_1lag,france_1lag,canada_2lag,japan_2lag,italy_2lag,uk_2lag,germany_2lag,france_2lag,canada_3lag,japan_3lag,italy_3lag,uk_3lag,germany_3lag,france_3lag,canada_ma,japan_ma,italy_ma,uk_ma,germany_ma,france_ma,canada_pt,japan_pt,italy_pt,uk_pt,germany_pt,france_pt,dow,Canada_Outdoor_Mobility,Canada_indoorMobility,Germany_Outdoor_Mobility,Germany_indoorMobility,France_Outdoor_Mobility,France_indoorMobility,Japan_Outdoor_Mobility,Japan_indoorMobility,Italy_Outdoor_Mobility,Italy_indoorMobility,United_Kingdom_Outdoor_Mobility,United_Kingdom_indoorMobility,temp_canada,temp_uk,temp_italy,temp_japan,temp_germany,temp_france,diff_canada
2020-05-20T00:00:00.000+0000,1082,0,665,525,695,641,1082,62,813,2412,1227,874,1079,20,451,2711,182,314,1126,48,675,3534,617,33,1143.857143,45.42857143,751.4285714,2805.428571,625,473.1428571,0.722161198,-1.131904734,-0.393529494,-0.68886437,-0.026589698,-0.07115696,4,-18,17,1,6,-25,12,-25,12,-43,15,-36,22,55.87621359,56.808,65.606,63.996,59.35853659,63.55,85
2020-05-21T00:00:00.000+0000,1167,57,642,2615,548,237,1082,0,665,525,695,641,1082,62,813,2412,1227,874,1079,20,451,2711,182,314,1137.285714,43.42857143,701.4285714,2686.714286,649,402.5714286,0.824264835,-0.123237781,-0.416127659,0.499771621,-0.204753404,-0.622250993,5,-19,18,-6,18,-34,22,-24,12,-40,15,-39,23,55.70536585,56.74,66.206,64.59066667,59.49756098,59,38
2020-05-22T00:00:00.000+0000,1205,89,652,3287,689,339,1167,57,642,2615,548,237,1082,0,665,525,695,641,1082,62,813,2412,1227,874,1141.142857,44.28571429,681.8571429,2647.714286,639.5714286,364.2857143,0.868550088,0.265623041,-0.406269785,0.771318863,-0.033492467,-0.46624428,6,-16,18,-9,14,-30,20,-18,13,-38,14,-42,24,56.08585366,57.088,65.906,64.94933333,60.05555556,60.4,-1
2020-05-23T00:00:00.000+0000,1204,23,669,2959,276,319,1205,89,652,3287,689,339,1167,57,642,2615,548,237,1082,0,665,525,695,641,1135,42.71428571,652.4285714,2577.571429,604.8571429,393.8571429,0.867395113,-0.665182041,-0.389626348,0.643704481,-0.590758585,-0.495839935,7,-13,9,-16,7,-34,10,-16,11,-34,8,-46,15,56.54417476,56.744,66.552,64.804,60.27272727,60.7,-249
2020-05-24T00:00:00.000+0000,955,14,531,2405,342,105,1204,23,669,2959,276,319,1205,89,652,3287,689,339,1167,57,642,2615,548,237,1110.571429,37.85714286,631.8571429,2416.285714,565.5714286,404.1428571,0.561208671,-0.83678022,-0.529018826,0.406302649,-0.489637625,-0.844261696,1,-16,6,-13,3,-30,3,-20,8,-36,5,-41,11,57.28543689,56.81,66.542,64.93333333,59.90434783,55,58
2020-05-25T00:00:00.000+0000,1013,31,300,1625,272,307,955,14,531,2405,342,105,1204,23,669,2959,276,319,1205,89,652,3287,689,339,1101.142857,39.42857143,610.2857143,2261.142857,578.4285714,403.1428571,0.636016683,-0.523381799,-0.786062211,0.015557339,-0.597053951,-0.513824687,2,-19,16,-10,8,-26,15,-20,10,-38,12,-31,24,57.91893204,57.16,66.428,65.44666667,60.39111111,58.65,-42
2020-05-26T00:00:00.000+0000,971,42,397,4043,600,279,1013,31,300,1625,272,307,955,14,531,2405,342,105,1204,23,669,2959,276,319,1085.285714,36.57142857,550.8571429,2494.142857,488.8571429,318.1428571,0.582070915,-0.343448524,-0.674283144,1.034676611,-0.139516965,-0.556465468,3,-16,16,-4,8,-23,15,-21,11,-37,12,-34,21,58.1776699,57.98,66.084,65.81066667,61,64.05,-72
2020-05-27T00:00:00.000+0000,899,28,584,2013,324,157,971,42,397,4043,600,279,1013,31,300,1625,272,307,955,14,531,2405,342,105,1059.142857,40.57142857,539.2857143,2706.714286,435.8571429,249,0.486792618,-0.575427334,-0.474309867,0.219144679,-0.516709454,-0.753924868,4,-14,16,-1,7,-23,13,-17,10,-36,12,-34,22,59.17475728,58.31,65.914,65.37066667,60.17826087,68.15,88
2020-05-28T00:00:00.000+0000,987,53,593,1887,672,3265,899,28,584,2013,324,157,971,42,397,4043,600,279,1013,31,300,1625,272,307,1033.428571,40,532.2857143,2602.714286,453.5714286,681.5714286,0.602760044,-0.17931874,-0.465167565,0.155160911,-0.05321483,1.368858722,5,-18,17,-2,8,-23,14,-16,10,-36,13,-31,22,59.1184466,58.898,66.022,65.94266667,59.5,73.2,-54
2020-05-29T00:00:00.000+0000,933,75,516,2095,726,507,987,53,593,1887,672,3265,899,28,584,2013,324,157,971,42,397,4043,600,279,994.5714286,38,512.8571429,2432.428571,458.8571429,705.5714286,0.532236024,0.107696249,-0.544777554,0.259747476,0.008599475,-0.235176763,6,-16,18,5,7,-21,15,-8,11,-37,13,-30,22,59.22135922,59.3,67.058,65.34266667,63.01086957,75.3,-161
2020-05-30T00:00:00.000+0000,772,43,416,1604,267,1800,933,75,516,2095,726,507,987,53,593,1887,672,3265,899,28,584,2013,324,157,932.8571429,40.85714286,476.7142857,2238.857143,457.5714286,917.1428571,0.309482067,-0.327899813,-0.65305709,0.003964067,-0.604950591,0.849249802,7,-14,9,10,2,-17,5,-11,8,-30,7,-30,12,58.8592233,58.514,68.018,66.236,63.57959184,67.7,26
2020-05-31T00:00:00.000+0000,798,35,333,1936,221,235,772,43,416,1604,267,1800,933,75,516,2095,726,507,987,53,593,1887,672,3265,910.4285714,43.85714286,448.4285714,2171.857143,440.2857143,935.7142857,0.346793123,-0.456014736,-0.747381009,0.180277503,-0.679054401,-0.625439561,1,-19,7,16,0,-18,2,-19,7,-30,5,-30,9,58.89271845,58.02,68.368,66.72666667,63.16304348,66.1,11
2020-06-01T00:00:00.000+0000,809,36,200,1570,184,101,798,35,333,1936,221,235,772,43,416,1604,267,1800,933,75,516,2095,726,507,881.2857143,44.57142857,434.1428571,2164,427.7142857,906.2857143,0.36241759,-0.439525575,-0.907585613,-0.014938245,-0.740616658,-0.851372928,2,-13,14,11,16,-25,20,-17,8,-23,11,-30,19,59.2461165,58.024,68.656,65.92133333,64.1974359,49.9,-136
2020-06-02T00:00:00.000+0000,673,50,318,1653,285,972,809,36,200,1570,184,101,798,35,333,1936,221,235,772,43,416,1604,267,1800,838.7142857,45.71428571,422.8571429,1822.571429,382.7142857,1005.285714,0.162308867,-0.222608128,-0.764878321,0.03091904,-0.576664942,0.270500366,3,-17,16,12,6,-11,11,-14,8,-24,16,-29,19,58.79708738,58.808,68.34,66.38933333,63.568,60.35,8
2020-06-03T00:00:00.000+0000,681,30,321,1871,242,3856,673,50,318,1653,285,972,809,36,200,1570,184,101,798,35,333,1936,221,235,807.5714286,46,385.2857143,1802.285714,371,1533.714286,0.174512971,-0.540583147,-0.761367574,0.146893925,-0.64489583,1.487309156,4,-15,16,5,7,-17,11,-14,8,-30,10,-42,22,59.57669903,58.928,68.998,66.58133333,62.93958333,58.7,-53
2020-06-04T00:00:00.000+0000,628,44,177,1805,351,2850,681,30,321,1871,242,3856,673,50,318,1653,285,972,809,36,200,1570,184,101,756.2857143,44.71428571,325.8571429,1790.571429,325.1428571,1474.428571,0.092593773,-0.312480314,-0.936486482,0.112445341,-0.476240958,1.261660847,5,-7,15,-8,9,-22,13,-12,8,-36,12,-40,22,59.78058252,58.876,69.3,66.712,62.022,58.8,50
2020-06-05T00:00:00.000+0000,678,47,518,1650,452,552,628,44,177,1805,351,2850,681,30,321,1871,242,3856,673,50,318,1653,285,972,719.8571429,40.71428571,326.1428571,1727,286,1480.857143,0.169943037,-0.266984731,-0.542669274,0.02927836,-0.332025784,-0.178221746,6,-4,15,-5,9,-18,13,-3,9,-28,11,-39,22,60.03737864,59.27,69.586,66.66666667,63.854,61.85,-150
2020-06-06T00:00:00.000+0000,528,42,270,1557,526,529,678,47,518,1650,452,552,628,44,177,1805,351,2850,681,30,321,1871,242,3856,685,40.57142857,305.2857143,1720.285714,323,1299.285714,-0.069145615,-0.343448524,-0.821829025,-0.022209194,-0.233119508,-0.207086949,7,-8,8,2,4,-11,4,-3,7,-18,4,-43,14,59.89902913,59.052,70.482,67.64133333,64.69795918,58.45,175
2020-06-07T00:00:00.000+0000,703,39,197,1326,300,293,528,42,270,1557,526,529,678,47,518,1650,452,552,628,44,177,1805,351,2850,671.4285714,41.14285714,285.8571429,1633.142857,334.2857143,1307.571429,0.207785926,-0.390882561,-0.911334639,-0.155580044,-0.553391919,-0.535025698,1,-8,5,-1,3,-18,0,-10,5,-30,4,-39,10,60.393,58.578,70.14693878,66.924,63.52857143,51.05,-102
2020-06-08T00:00:00.000+0000,601,21,280,1205,359,98,703,39,197,1326,300,293,528,42,270,1557,526,529,678,47,518,1650,452,552,641.7142857,39,297.2857143,1581,359.2857143,1307.142857,0.04987245,-0.7021735,-0.809842249,-0.228750498,-0.464409914,-0.856721871,2,-9,14,2,7,-16,11,-12,7,-32,10,-36,19,61.007,58.462,70.22,66.97733333,63.38,50.65,-139
